ISIN,Company Name,Year,RGS Product Category,Company Product Category Revenue
CNE1000004S4,Zhejiang Expressway Co. Ltd. Class H,2022,Highways and Autoroute Services,1312699444
CNE1000004S4,Zhejiang Expressway Co. Ltd. Class H,2022,Investment and Investment Advisory Services,905126026
CNE1000004S4,Zhejiang Expressway Co. Ltd. Class H,2023,Highways and Autoroute Services,1498584839
CNE1000004S4,Zhejiang Expressway Co. Ltd. Class H,2023,Investment and Investment Advisory Services,901506144
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2016,Trams and Trains,1969230796
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2016,Transformers and Other Heavy Electrical Equipment,237086796
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2017,Trams and Trains,2096261530
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2017,Transformers and Other Heavy Electrical Equipment,144520268
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2018,Trams and Trains,2254567624
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2018,Transformers and Other Heavy Electrical Equipment,111742287
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2019,Other Business Support Services,15123328
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2019,Trams and Trains,1919519326
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2019,Transformers and Other Heavy Electrical Equipment,424914857
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2020,Other Business Support Services,35099487
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2020,Trams and Trains,2287901637
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2021,Trams and Trains,1944930892
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2021,Transformers and Other Heavy Electrical Equipment,398709438
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2022,Other Business Support Services,34159503
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2022,Trams and Trains,2643972993
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2023,Other Business Support Services,22228562
CNE1000004X4,"Zhuzhou CRRC Times Electric Co., Ltd. Class H",2023,Trams and Trains,3054532572
CNE1000004Y2,ZTE Corporation Class H,2021,Wireless and Broadband Telecommunication Services,17749789367
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2015,Diversified Mining,10183952302
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2015,Zinc and Zinc Ore,1641886213
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2016,Diversified Mining,9668728117
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2016,Zinc and Zinc Ore,2214329858
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2017,Diversified Mining,11197918484
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2017,Zinc and Zinc Ore,2748427633
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2018,Diversified Mining,12961747237
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2018,Zinc and Zinc Ore,3073465744
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2019,Diversified Mining,16028019065
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2019,Zinc and Zinc Ore,3777896404
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2020,Diversified Mining,20129941692
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2020,Zinc and Zinc Ore,4724151026
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2021,Diversified Mining,26886632077
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2021,Zinc and Zinc Ore,7901650723
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2022,Diversified Mining,33083764434
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2022,Zinc and Zinc Ore,7157419740
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2023,Diversified Mining,34168807055
CNE100000502,"Zijin Mining Group Co., Ltd. Class H",2023,Zinc and Zinc Ore,7339797813
CNE100000528,China Coal Energy Co. Ltd. Class H,2015,Coal Fuel,9430348092
CNE100000528,China Coal Energy Co. Ltd. Class H,2016,Coal Fuel,9126376020
CNE100000528,China Coal Energy Co. Ltd. Class H,2017,Coal Fuel,12003635940
CNE100000528,China Coal Energy Co. Ltd. Class H,2018,Coal Fuel,15738232473
CNE100000528,China Coal Energy Co. Ltd. Class H,2019,Coal Fuel,18711497576
CNE100000528,China Coal Energy Co. Ltd. Class H,2020,Coal Fuel,20422560677
CNE100000528,China Coal Energy Co. Ltd. Class H,2021,Coal Fuel,35837254715
CNE100000528,China Coal Energy Co. Ltd. Class H,2022,Coal Fuel,32757087040
CNE100000528,China Coal Energy Co. Ltd. Class H,2023,Coal Fuel,27022739795
CNE100000528,China Coal Energy Co. Ltd. Class H,2023,Investment and Investment Advisory Services,277118796
CNE100000536,"COSCO SHIPPING Development Co., Ltd. Class H",2015,Ocean Logistics,5066589338
CNE100000536,"COSCO SHIPPING Development Co., Ltd. Class H",2016,Ocean Logistics,2340090283
CNE100000536,"COSCO SHIPPING Development Co., Ltd. Class H",2017,Ocean Logistics,2398511558
CNE100000536,"COSCO SHIPPING Development Co., Ltd. Class H",2018,Ocean Logistics,2457151882
CNE100000536,"COSCO SHIPPING Development Co., Ltd. Class H",2019,Ocean Logistics,2070718491
CNE100000536,"COSCO SHIPPING Development Co., Ltd. Class H",2020,Ocean Logistics,2750981867
CNE100000536,"COSCO SHIPPING Development Co., Ltd. Class H",2021,Ocean Logistics,5744130950
CNE100000536,"COSCO SHIPPING Development Co., Ltd. Class H",2022,Ocean Logistics,3815846540
CNE100000569,"Guangzhou R&F Properties Co., Ltd. Class H",2021,"Hotel and Resort Acquisition, Development, Leasing and Management",785766119
CNE100000569,"Guangzhou R&F Properties Co., Ltd. Class H",2021,"Residential Property Acquisition, Development, Leasing and Management",11029226907
CNE100000593,"PICC Property & Casualty Co., Ltd. Class H",2015,Property and Casualty Insurance,38924236106
CNE100000593,"PICC Property & Casualty Co., Ltd. Class H",2016,Property and Casualty Insurance,40728989090
CNE100000593,"PICC Property & Casualty Co., Ltd. Class H",2017,Property and Casualty Insurance,45590098654
CNE100000593,"PICC Property & Casualty Co., Ltd. Class H",2018,Property and Casualty Insurance,52060388499
CNE100000593,"PICC Property & Casualty Co., Ltd. Class H",2019,Property and Casualty Insurance,55399613043
CNE100000593,"PICC Property & Casualty Co., Ltd. Class H",2020,Property and Casualty Insurance,56972237031
CNE100000593,"PICC Property & Casualty Co., Ltd. Class H",2021,Property and Casualty Insurance,61353581618
CNE100000593,"PICC Property & Casualty Co., Ltd. Class H",2022,Property and Casualty Insurance,63336967695
CNE100000593,"PICC Property & Casualty Co., Ltd. Class H",2023,Property and Casualty Insurance,64530861156
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2015,Diversified Utilities,116536979
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2015,Electrical Utilities With Greenhouse Gas Emissions,20349052553
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2015,Marine Ports and Services,33690844
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2015,Railroads and Rail Services,16666962
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2016,Diversified Utilities,101564172
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2016,Electrical Utilities With Greenhouse Gas Emissions,16998848949
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2016,Marine Ports and Services,35768735
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2016,Railroads and Rail Services,15899927
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2017,Diversified Utilities,307475050
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2017,Electrical Utilities With Greenhouse Gas Emissions,22135813553
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2017,Marine Ports and Services,34274070
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2017,Railroads and Rail Services,10890300
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2018,Diversified Utilities,333115178
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2018,Electrical Utilities With Greenhouse Gas Emissions,25334120456
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2018,Marine Ports and Services,21935906
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2018,Railroads and Rail Services,8071985
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2019,Diversified Utilities,668334412
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2019,Electrical Utilities With Greenhouse Gas Emissions,24545810031
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2019,Marine Ports and Services,25498241
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2019,Railroads and Rail Services,7060800
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2020,Diversified Utilities,599066407
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2020,Electrical Utilities With Greenhouse Gas Emissions,23919996410
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2020,Marine Ports and Services,28714588
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2020,Railroads and Rail Services,7466960
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2021,Diversified Utilities,948516552
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2021,Electrical Utilities With Greenhouse Gas Emissions,30625395291
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2021,Marine Ports and Services,37397274
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2021,Railroads and Rail Services,9218652
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2022,Diversified Utilities,1077218267
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2022,Electrical Utilities With Greenhouse Gas Emissions,35605088304
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2022,Marine Ports and Services,38543276
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2022,Railroads and Rail Services,6610910
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2023,Diversified Utilities,602729621
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2023,Electrical Utilities With Greenhouse Gas Emissions,35023794835
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2023,Generators and Power Turbines,320324942
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2023,"Infrastructure and Civil Engineering, and Construction",8988723
CNE1000006Z4,"Huaneng Power International, Inc. Class H",2023,Marine Ports and Services,34397601
CNE1000007Z2,China Railway Group Limited Class H,2021,"Infrastructure and Civil Engineering, and Construction",146938451427.264
CNE1000007Z2,China Railway Group Limited Class H,2021,Railroads and Rail Services,19408700463.7363
CNE100000B81,"iflytek Co., Ltd. Class A",2021,Agritech,999090
CNE100000B81,"iflytek Co., Ltd. Class A",2021,Digital Goods and Services,5788395
CNE100000B81,"iflytek Co., Ltd. Class A",2021,Education and Education Services,965834776
CNE100000B81,"iflytek Co., Ltd. Class A",2021,Financial Data Processing and Analytics Software Solutions,1077756015
CNE100000B81,"iflytek Co., Ltd. Class A",2021,Health Care Technology,52366325
CNE100000B81,"iflytek Co., Ltd. Class A",2021,Public Sector Software Solutions,186680441
CNE100000B81,"iflytek Co., Ltd. Class A",2021,Wearable Devices and Home Entertainment Electronics,261335922
CNE100000B81,"iflytek Co., Ltd. Class A",2021,Wireless and Broadband Telecommunication Services,287677600
CNE100000BP1,GoerTek Inc. Class A,2021,Digital Goods and Services,197627683
CNE100000BP1,GoerTek Inc. Class A,2021,Wearable Devices and Home Entertainment Electronics,11925964787
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2015,Diversified Mining,31141196751
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2015,"Infrastructure and Civil Engineering, and Construction",348969815
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2015,"Residential Property Acquisition, Development, Leasing and Management",3087373422
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2016,Diversified Mining,29153524416
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2016,"Infrastructure and Civil Engineering, and Construction",539345744
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2016,"Residential Property Acquisition, Development, Leasing and Management",3355319140
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2017,Diversified Mining,31997825902
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2017,"Infrastructure and Civil Engineering, and Construction",437640131
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2017,"Residential Property Acquisition, Development, Leasing and Management",3668686434
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2018,Diversified Mining,40022615061
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2018,"Infrastructure and Civil Engineering, and Construction",389722004
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2018,"Residential Property Acquisition, Development, Leasing and Management",3343748434
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2019,Diversified Mining,45867533125
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2019,"Infrastructure and Civil Engineering, and Construction",404184465
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2019,"Residential Property Acquisition, Development, Leasing and Management",2736201455
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2020,Diversified Mining,54224242462
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2020,"Infrastructure and Civil Engineering, and Construction",359870703
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2020,"Residential Property Acquisition, Development, Leasing and Management",3384740234
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2021,Diversified Mining,73905519552
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2021,"Infrastructure and Civil Engineering, and Construction",390538999
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2021,"Residential Property Acquisition, Development, Leasing and Management",3319668634
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2022,Diversified Mining,84218291164
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2022,"Infrastructure and Civil Engineering, and Construction",438027804
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2022,"Residential Property Acquisition, Development, Leasing and Management",3358862977
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2023,Diversified Mining,89419211755
CNE100000FF3,Metallurgical Corporation of China Ltd. Class H,2023,"Infrastructure and Civil Engineering, and Construction",46964524
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2016,Active Pharmaceutical Ingredients and Drug Delivery,37402232975
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2016,Drug Retail,1537419309
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2017,Active Pharmaceutical Ingredients and Drug Delivery,39144040063
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2017,Drug Retail,1820467853
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2018,Active Pharmaceutical Ingredients and Drug Delivery,49912256332
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2018,Drug Retail,2208921177
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2019,Active Pharmaceutical Ingredients and Drug Delivery,59047980179
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2019,Drug Retail,2840637013
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2020,Active Pharmaceutical Ingredients and Drug Delivery,62703197693
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2020,Drug Retail,3440723744
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2021,Drug Retail,63018679977.4302
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2021,General Hospital Supplies,16262366701.542
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2021,"Health Care Property Acquisition, Development, Leasing and Management",1477049260.02789
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2022,Active Pharmaceutical Ingredients and Drug Delivery,77369193992
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2022,Drug Retail,4823509630
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2023,Active Pharmaceutical Ingredients and Drug Delivery,79448799722
CNE100000FN7,"Sinopharm Group Co., Ltd. Class H",2023,Drug Retail,4949621055
CNE100000G29,China Tourism Group Duty Free Corporation Limited Class A,2021,Luxury and Speciality Stores,10489075495
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2015,Diversified Utilities,120992767
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2015,Electrical Utilities With Greenhouse Gas Emissions,938037211
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2015,"Infrastructure and Civil Engineering, and Construction",105296963
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2015,Wind Turbines,1961889179
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2016,Diversified Utilities,81785989
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2016,Electrical Utilities With Greenhouse Gas Emissions,1094218106
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2016,"Infrastructure and Civil Engineering, and Construction",81463571
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2016,Wind Turbines,2099777551
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2017,Diversified Utilities,78351381
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2017,Electrical Utilities With Greenhouse Gas Emissions,1182229504
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2017,"Infrastructure and Civil Engineering, and Construction",10983215
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2017,Wind Turbines,2367206180
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2018,Diversified Utilities,98202791
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2018,Electrical Utilities With Greenhouse Gas Emissions,1105350194
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2018,Wind Turbines,2784338348
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2019,Diversified Utilities,95135428
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2019,Electrical Utilities With Greenhouse Gas Emissions,1126551009
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2019,Wind Turbines,2764016655
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2020,Diversified Utilities,51847847
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2020,Electrical Utilities With Greenhouse Gas Emissions,1100111557
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2020,Wind Turbines,3001359464
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2021,Diversified Utilities,92262355
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2021,Electrical Utilities With Greenhouse Gas Emissions,1932184894
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2021,Wind Turbines,3742864060
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2022,Diversified Utilities,133313649
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2022,Electrical Utilities With Greenhouse Gas Emissions,1739921657
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2022,Wind Turbines,4046476518
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2023,Diversified Utilities,44669358
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2023,Electrical Utilities With Greenhouse Gas Emissions,1190948219
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2023,Solar Panels and Photovoltaics,199204016
CNE100000HD4,China Longyuan Power Group Corporation Ltd Class H,2023,Wind Turbines,3889995329
CNE100000HF9,"China Minsheng Banking Corp., Ltd. Class H",2016,Corporate and Commercial Banking Services,23390674665
CNE100000HF9,"China Minsheng Banking Corp., Ltd. Class H",2017,Corporate and Commercial Banking Services,20937820256
CNE100000HF9,"China Minsheng Banking Corp., Ltd. Class H",2018,Corporate and Commercial Banking Services,23716611002
CNE100000HF9,"China Minsheng Banking Corp., Ltd. Class H",2019,Corporate and Commercial Banking Services,26259017548
CNE100000HF9,"China Minsheng Banking Corp., Ltd. Class H",2020,Corporate and Commercial Banking Services,26347596319
CNE100000HF9,"China Minsheng Banking Corp., Ltd. Class H",2021,Corporate and Commercial Banking Services,26087678222
CNE100000HF9,"China Minsheng Banking Corp., Ltd. Class H",2022,Corporate and Commercial Banking Services,21208982348
CNE100000HF9,"China Minsheng Banking Corp., Ltd. Class H",2023,Corporate and Commercial Banking Services,19921788030
CNE100000N79,"Suzhou Dongshan Precision Manufacturing Co., Ltd Class A",2021,General Manufacturing Parts,1347471367
CNE100000N79,"Suzhou Dongshan Precision Manufacturing Co., Ltd Class A",2021,Semiconductor Manufacturing Machinery,403585352
CNE100000N79,"Suzhou Dongshan Precision Manufacturing Co., Ltd Class A",2021,Semiconductors and Related Components,3176585548
CNE100000PM8,"Hangzhou Hikvision Digital Technology Co., Ltd Class A",2021,Alarms and Property Security,11329488174
CNE100000PM8,"Hangzhou Hikvision Digital Technology Co., Ltd Class A",2021,Automobiles and Related Parts,221930455
CNE100000PM8,"Hangzhou Hikvision Digital Technology Co., Ltd Class A",2021,Cameras and Projectors,557766901
CNE100000PM8,"Hangzhou Hikvision Digital Technology Co., Ltd Class A",2021,"Industrial Automation, Robotics, and Discrete Automation",428028002
CNE100000PM8,"Hangzhou Hikvision Digital Technology Co., Ltd Class A",2021,Wearable Devices and Home Entertainment Electronics,82137606
CNE100000Q35,"Guangzhou Automobile Group Co., Ltd. Class H",2015,Automobiles and Related Parts,4680614720
CNE100000Q35,"Guangzhou Automobile Group Co., Ltd. Class H",2016,Automobiles and Related Parts,7438434686
CNE100000Q35,"Guangzhou Automobile Group Co., Ltd. Class H",2017,Automobiles and Related Parts,10590794880
CNE100000Q35,"Guangzhou Automobile Group Co., Ltd. Class H",2018,Automobiles and Related Parts,10938439277
CNE100000Q35,"Guangzhou Automobile Group Co., Ltd. Class H",2019,Automobiles and Related Parts,8640459599
CNE100000Q35,"Guangzhou Automobile Group Co., Ltd. Class H",2020,Automobiles and Related Parts,9150222946
CNE100000Q35,"Guangzhou Automobile Group Co., Ltd. Class H",2021,Automobiles and Related Parts,11733843828
CNE100000Q35,"Guangzhou Automobile Group Co., Ltd. Class H",2022,Automobiles and Related Parts,16336665807
CNE100000Q35,"Guangzhou Automobile Group Co., Ltd. Class H",2023,Automobiles and Related Parts,18349906385
CNE100000Q43,Agricultural Bank of China Limited Class H,2015,Agricultural Support Services,2073309812
CNE100000Q43,Agricultural Bank of China Limited Class H,2015,Corporate and Commercial Banking Services,83981059896
CNE100000Q43,Agricultural Bank of China Limited Class H,2016,Agricultural Support Services,2684103706
CNE100000Q43,Agricultural Bank of China Limited Class H,2016,Corporate and Commercial Banking Services,74101251586
CNE100000Q43,Agricultural Bank of China Limited Class H,2017,Agricultural Support Services,4593664090
CNE100000Q43,Agricultural Bank of China Limited Class H,2017,Corporate and Commercial Banking Services,75737823987
CNE100000Q43,Agricultural Bank of China Limited Class H,2018,Agricultural Support Services,4282597937
CNE100000Q43,Agricultural Bank of China Limited Class H,2018,Corporate and Commercial Banking Services,86179387166
CNE100000Q43,Agricultural Bank of China Limited Class H,2019,Agricultural Support Services,5579567244
CNE100000Q43,Agricultural Bank of China Limited Class H,2019,Corporate and Commercial Banking Services,85500493063
CNE100000Q43,Agricultural Bank of China Limited Class H,2020,Agricultural Support Services,6330848315
CNE100000Q43,Agricultural Bank of China Limited Class H,2020,Corporate and Commercial Banking Services,89193578566
CNE100000Q43,Agricultural Bank of China Limited Class H,2021,Agricultural Support Services,7365538801
CNE100000Q43,Agricultural Bank of China Limited Class H,2021,Corporate and Commercial Banking Services,104544196735
CNE100000Q43,Agricultural Bank of China Limited Class H,2022,Agricultural Support Services,7153704369
CNE100000Q43,Agricultural Bank of China Limited Class H,2022,Corporate and Commercial Banking Services,100587579094
CNE100000Q43,Agricultural Bank of China Limited Class H,2023,Agricultural Support Services,2814320212
CNE100000Q43,Agricultural Bank of China Limited Class H,2023,Corporate and Commercial Banking Services,95575548034
CNE100000TP3,Luxshare Precision Industry Co. Ltd. Class A,2021,Automobiles and Related Parts,642076127
CNE100000TP3,Luxshare Precision Industry Co. Ltd. Class A,2021,Computer and Electronics Retail,20867637260
CNE100000TP3,Luxshare Precision Industry Co. Ltd. Class A,2021,Semiconductors and Related Components,2350500157
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2015,"Gas Network Supply, Management, and Maintenance",444955934
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2015,Solar Panels and Photovoltaics,227350758
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2016,"Gas Network Supply, Management, and Maintenance",361799911
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2016,Solar Panels and Photovoltaics,298853164
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2017,"Gas Network Supply, Management, and Maintenance",583711270
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2017,Solar Panels and Photovoltaics,457313785
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2018,"Gas Network Supply, Management, and Maintenance",991038127
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2018,Solar Panels and Photovoltaics,517740688
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2019,"Gas Network Supply, Management, and Maintenance",1161925836
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2019,Solar Panels and Photovoltaics,575548372
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2020,Electrical Utilities Without Greenhouse Gas Emissions,692288
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2020,"Gas Network Supply, Management, and Maintenance",1165549119
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2020,Solar Panels and Photovoltaics,646844755
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2021,Electrical Utilities Without Greenhouse Gas Emissions,1228680
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2021,"Gas Network Supply, Management, and Maintenance",1515472341
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2021,Solar Panels and Photovoltaics,953729386
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2022,Electrical Utilities Without Greenhouse Gas Emissions,2005740
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2022,"Gas Network Supply, Management, and Maintenance",1816319705
CNE100000TW9,China Suntien Green Energy Corporation Limited Class H,2022,Solar Panels and Photovoltaics,944594618
CNE100000V20,"Chongqing Zhifei Biological Products Co., Ltd. Class A",2021,Biopharmaceuticals and Antibody Therapy,4750839415
CNE100000X85,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H,2015,Agricultural and Farm Vehicle and Parts,524264984
CNE100000X85,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H,2015,Investment Banking Services,90560015
CNE100000X85,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H,2015,Light Construction Vehicles,1967252101
CNE100000X85,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H,2015,Waste Management Services,719904117
CNE100000X85,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H,2016,Agricultural and Farm Vehicle and Parts,519527771
CNE100000X85,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H,2016,Investment Banking Services,61499161
CNE100000X85,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H,2016,Light Construction Vehicles,1588864789
CNE100000X85,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H,2016,Waste Management Services,843932376
CNE100000X85,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H,2017,Agricultural and Farm Vehicle and Parts,339624178
CNE100000X85,Zoomlion Heavy Industry Science & Technology Co. Ltd. Class H,2017,Investment Banking Services,58018833
